Wow!	Vau!
We don't know our neighbors.	Не познајемо наше комшије.
We don't know our neighbors.	Ne poznajemo naše komšije.
We have two television sets.	Imamo dva televizora.
We subscribe to a newspaper.	Preplaćeni smo na novine.
We'll never know the reason.	Nikad nećemo saznati razlog.
We'll never know the reason.	Nikad nećemo znati razlog.
We'll never know the reason.	Nikad nećemo da saznamo razlog.
We'll never know the reason.	Nikad nećemo da znamo razlog.
What do you do for a living?	Čime se bavite u životu?
What do you do for a living?	Čime se baviš u životu?
What do you do for a living?	Od čega živiš?
What do you do for a living?	Od čega živite?
What else could I have done?	Šta sam trebao uraditi?
What else could I have done?	Šta sam trebao učiniti?
What else could I have done?	Šta sam drugo mogao?
What else could I have done?	Шта сам друго могао?
What else could I have done?	Шта сам требао урадити?
What else could I have done?	Шта сам требао учинити?
What is the purpose of life?	Koja je svrha života?
What would I do without you?	Шта бих ја без тебе?
What would I do without you?	Шта бих без тебе?
What would I do without you?	Šta bih ja bez tebe?
What would I do without you?	Šta bih bez tebe?
What would you like to know?	Шта бисте волели да знате?
What would you like to know?	Šta biste voleli da znate?
What would you like to know?	Шта би волео да знаш?
What would you like to know?	Шта би волела да знаш?
What would you like to know?	Šta bi voleo da znaš?
What year was your car made?	Koje godine je napravljen tvoj automobil?
What year was your car made?	Koje godine je napravljen tvoj auto?
What year was your car made?	Koje godište je tvoj automobil?
What year was your car made?	Koje godište je tvoj auto?
What year was your car made?	Koje ti je godište auto?
What year was your car made?	Koje ti je godište automobil?
What you did was a big help.	Ono što si uradio mi je mnogo pomoglo.
What you did was a big help.	Ono što si uradila mi je mnogo pomoglo.
Whatever gave you that idea?	Одакле вам та идеја?
Whatever gave you that idea?	Odakle vam ta ideja?
Whatever gave you that idea?	Одакле ти та идеја?
Whatever gave you that idea?	Odakle ti ta ideja?
Whatever gave you that idea?	Кako ti je to samo palo na pamet?
Whatever gave you that idea?	Како ти је то само пало на памет?
Where did you find the keys?	Gde si našao ključeve?
Where did you find the keys?	Gde si pronašao ključeve?
Where did you find the keys?	Gde si našla ključeve?
Where did you find the keys?	Gde i pronašla ključeve?
Where did you learn English?	Gde si naučio engleski?
Where did you learn English?	Где си научио енглески?
Who will you be coming with?	Sa kime dolaziš?
Why are you acting this way?	Zašto se ponašaš ovako?
Why are you acting this way?	Zašto se ovako ponašaš?
Why are you acting this way?	Зашто се овако понашаш?
Why are you acting this way?	Зашто се понашаш овако?
You are as white as a sheet.	Bled si kao krpa.
You can do better than that.	Možeš ti bolje od toga.
You can do better than that.	Možete vi bolje od toga.
You can't run from the past.	Не можеш побећи од прошлости.
You can't run from the past.	Ne možeš pobeći od prošlosti.
You look a bit better today.	Danas izgledaš malo bolje.
You may not enter that room.	Ne smeš da uđeš u tu sobu.
You may not enter that room.	Ne smeš da uđeš u tu prostoriju.
You may not enter that room.	Ne smete da uđete u tu prostoriju.
You may not enter that room.	Ne smete da uđete u tu sobu.
You may not enter that room.	Ne smeš da ulaziš u tu prostoriju.
You may not enter that room.	Ne smeš da ulaziš u tu sobu.
You may not enter that room.	Ne smete da ulazite u tu prostoriju.
You may not enter that room.	Ne smete da ulazite u tu sobu.
You need to make a decision.	Moraš da doneseš odluku.
You need to make a decision.	Мораш да донесеш одлуку.
You should write Tom a note.	Treba da napišeš Tomu poruku.
You should write Tom a note.	Treba da ostaviš Tomu poruku.
You're not paying attention.	Ne obraćaš pažnju.
"You talk too much," he said.	"Ви говорите превише", рекао је он.
A hungry man is an angry man.	Гладан мушкарац је љут мушкарац.
A light lunch will be served.	Lagan ručak će biti serviran.
Come on Tuesday, if possible.	Dođi u utorak, ako je moguće.
Could I have a glass of wine?	Mogu li dobiti čašu vina?
Could you ask Tom to call me?	Možeš li da zamoliš Toma da me pozove?
Could you hand me the remote?	Možeš li da mi dodaš daljinski?
Could you hand me the remote?	Možeš li da mi dodaš daljinac?
Could you pass me the remote?	Možeš li da mi dodaš daljinski?
Could you talk to Tom for me?	Možeš li da razgovaraš sa Tomom za mene?
Criminals should be punished.	Krimilance treba kazniti.
Do you eat breakfast at home?	Da li doručkuješ kod kuće?
Do you eat breakfast at home?	Да ли доручкујеш код куће?
Does Tom have any experience?	Ima li Tom ikakvog iskustva?
Don't let it go to your head.	Ne daj da ti uđe u glavu.
Don't let it go to your head.	Ne daj da ti se zavuče u glavu.
Everyone came except for Tom.	Svi su došli osim Toma.
Everything changes over time.	Sve se vremenom menja.
Excuse me, who is this woman?	Izvinite, ko je ova žena?
Have you written your report?	Jesi li napisao izveštaj?
Have you written your report?	Da li si napisao izveštaj?
He came yesterday to see you.	Došao je juče da te poseti.
He came yesterday to see you.	Dolazio je juče da te vidi.
He lives in the forest alone.	Живи сам у шуми.
He lives in the forest alone.	Živi sam u šumi.
How long have you lived here?	Koliko dugo živite ovde?
How long have you lived here?	Koliko dugo već živite ovde?
How long have you lived here?	Koliko živite ovde?
How long have you lived here?	Koliko dugo živiš ovde?
How much time do I have left?	Koliko vremena mi je ostalo?
How much time do I have left?	Колико времена ми је преостало?
I also want to see the ocean.	I ja želim da vidim okean.
I assumed that you were busy.	Pretpostavio sam da si zauzet.
I assumed that you were busy.	Pretpostavio sam da si zauzeta.
I assumed that you were busy.	Pretpostavio sam da ste zauzeti.
I assumed that you were busy.	Pretpostavio sam da ste zauzete.
I assumed that you were busy.	Pretpostavila sam da si zauzet.
I assumed that you were busy.	Pretpostavila sam da si zauzeta.
I assumed that you were busy.	Pretpostavila sam da ste zauzeti.
I assumed that you were busy.	Pretpostavila sam da ste zauzete.
I can't be something I'm not.	Ne mogu biti nešto što nisam.
I can't be something I'm not.	Ne mogu da budem nešto što nisam.
I can't be something I'm not.	Не могу да будем нешто што нисам.
I can't paint as well as Tom.	Ne umem da crtam dobro kao Tom.
I didn't tell you to do that.	Nisam ti rekao da uradiš to.
I didn't tell you to do that.	Nisam ti rekla da uradiš to.
I didn't want this to happen.	Nisam želeo da se ovo dogodi.
I don't like stubborn people.	Ne volim tvroglave ljude.
I don't like stubborn people.	Ne volim zadrte ljude.
I don't need the user manual.	Ne trebaju mi uputstva.
I don't think Tom knows that.	Sumnjam da Tom zna to.
I don't understand this word.	Не разумем ову реч.
I don't want to be like that.	Ne želim da budem takav.
I don't want to go to school.	Ne želim da idem u školu.
I forget where I put my keys.	Zaboravljam gde sam ostavio ključeve.
I have never thought of that.	Nikad nisam pomislio na to.
I have never thought of that.	To mi nikad nije palo na pamet.
I haven't heard anything yet.	Još ništa nisam čuo.
I heard you just got married.	Čuo sam da si se oženio.
I never asked you to do that.	Nikad te nisam pitao da uradiš to.
I never learned how to write.	Nikad nisam naučio da pišem.
I often visit Tom on Mondays.	Često posećujem Toma ponedeljkom.
I really hope you're kidding.	Zaista se nadam da se šališ.
I see your cat in the garden.	Vidim tvoju mačku u bašti.
I think it's a waste of time.	Mislim da je to gubljenje vremena.
I think that's a possibility.	Mislim da je to moguće.
I was just about to say that.	Baš sam to hteo da kažem.
I was just about to say that.	Баш сам то хтео да кажем.
I wish I were as rich as Tom.	Voleo bih da sam bogat kao Tom.
I wish I were as rich as Tom.	Volela bih da sam bogata kao Tom.
I wish you were here with me.	Voleo bih da si uz mene.
I'll speak to Tom about that.	Razgovaraću sa Tomom o tome.
I'll speak to Tom about that.	Pričaću sa Tomom o tome.
I'll speak to Tom about that.	Razgovaraću s Tomom o tome.
I'll speak to Tom about that.	Pričaću s Tomom o tome.
I'll speak to Tom about that.	Pričaću o tome s Tomom.
I'll speak to Tom about that.	Pričaću o tome sa Tomom.
I'm giving you what you want.	Dajem ti šta želiš.
I'm giving you what you want.	Dajem vam šta želite.
I'm not the one who did that.	Ja nisam uradio to.
I'm used to no one liking me.	Navikao sam se da se nikome ne sviđam.
I'm used to no one liking me.	Navikao sam se da se nikom ne dopadam.
I've always hated doing that.	Oduvek sam mrzeo da radim to.
Is Tom really a student here?	Da li je Tom zaista student ovde?
Is it really such a big deal?	Da li je to nešto zaista toliko bitno?
Is it time for us to go home?	Да ли је време да идемо кући?
Is your father in the garden?	Da li ti je otac u bašti?
It ain't over till it's over.	Nije gotovo dok se ne završi.
It ain't over till it's over.	Није готово док се не заврши.
It ain't over till it's over.	Ništa nije gotovo dok ne bude gotovo.
It ain't over till it's over.	Ништа није готово док не буде готово.
It was a warm summer evening.	Bilo je to toplo letnje veče.
It was just a matter of time.	Bilo je samo pitanje vremena.
It was just a matter of time.	Било је само питање времена.
It's the thought that counts.	Važna je dobra namera.
It's the thought that counts.	Важна је добра намера.
Let me save you some trouble.	Dozvoli mi da ti pomognem da izbegneš neke probleme.
Let's get to know each other.	Upoznajmo jedni druge.
Let's get to know each other.	Упознајмо једни друге.
Let's get to know each other.	Upoznajmo se!
Let's get to know each other.	Упознајмо се!
Look at the size of that guy.	Pogledaj koliko je veliki taj momak.
My heart was filled with joy.	Srce mi je bilo ispunjeno radošću.
My suitcase isn't packed yet.	Kofer mi još nije spakovan.
No one is coming to save you.	Niko ne dolazi da te spase.
No one trusts anyone anymore.	Нико ником више не верује.
Not everyone agrees with you.	Niko se ne slaže sa tobom.
Nothing's going my way today.	Danas mi ništa ne ide od ruke.
Nothing's going my way today.	Данас ми ништа не иде од руке.
Please write down what I say.	Zapisuj šta ti kažem.
Stay away from my girlfriend.	Ne prilazi mojoj devojci.
That's going to take forever.	To će trajati čitavu večnost.
That's going to take forever.	То ће трајати читаву вечност.
That's my problem, not yours.	To je moj problem, ne tvoj.
That's not a reason to panic.	To nije razlog za paniku.
That's not a reason to panic.	To nije razlog za paničenje.
